Year,Date,Civil Twilight Start,Sunrise,Local Noon,Sunset,Civil Twilight End,Day,Sky,Total
2018,14-Nov,6:47,7:22,11:57,16:32,17:07,9.17,1.16,10.33
2018,15-Nov,6:48,7:23,11:57,16:31,17:06,9.13,1.16,10.29
2018,16-Nov,6:50,7:25,11:57,16:30,17:05,9.08,1.17,10.25
2018,17-Nov,6:51,7:26,11:58,16:28,17:03,9.03,1.17,10.21
2018,18-Nov,6:53,7:28,11:58,16:27,17:02,8.99,1.17,10.16
2018,19-Nov,6:54,7:29,11:58,16:26,17:01,8.95,1.18,10.12
2018,20-Nov,6:55,7:31,11:58,16:25,17:01,8.9,1.18,10.09
2018,21-Nov,6:57,7:32,11:58,16:24,17:00,8.86,1.19,10.05
2018,22-Nov,6:58,7:34,11:59,16:23,16:59,8.82,1.19,10.01
2018,23-Nov,7:00,7:35,11:59,16:22,16:58,8.78,1.19,9.98
2018,24-Nov,7:01,7:37,11:59,16:21,16:57,8.74,1.2,9.94
2018,25-Nov,7:02,7:38,12:00,16:21,16:57,8.71,1.2,9.91
2018,26-Nov,7:04,7:40,12:00,16:20,16:56,8.67,1.2,9.87
2018,27-Nov,7:05,7:41,12:00,16:19,16:55,8.63,1.21,9.84
2018,28-Nov,7:06,7:42,12:01,16:18,16:55,8.6,1.21,9.81
2018,29-Nov,7:07,7:44,12:01,16:18,16:54,8.57,1.21,9.78
2018,30-Nov,7:09,7:45,12:01,16:17,16:54,8.53,1.22,9.75
2018,1-Dec,7:10,7:46,12:02,16:17,16:53,8.5,1.22,9.72
2018,2-Dec,7:11,7:48,12:02,16:16,16:53,8.47,1.22,9.7
2018,3-Dec,7:12,7:49,12:02,16:16,16:52,8.44,1.23,9.67
2018,4-Dec,7:13,7:50,12:03,16:15,16:52,8.42,1.23,9.65
2018,5-Dec,7:14,7:51,12:03,16:15,16:52,8.39,1.23,9.62
2018,6-Dec,7:15,7:53,12:04,16:15,16:52,8.37,1.24,9.6
2018,7-Dec,7:16,7:54,12:04,16:14,16:51,8.35,1.24,9.58
2018,8-Dec,7:18,7:55,12:05,16:14,16:51,8.32,1.24,9.56
2018,9-Dec,7:18,7:56,12:05,16:14,16:51,8.3,1.24,9.55
2018,10-Dec,7:19,7:57,12:05,16:14,16:51,8.29,1.24,9.53
2018,11-Dec,7:20,7:58,12:06,16:14,16:51,8.27,1.25,9.52
2018,12-Dec,7:21,7:59,12:06,16:14,16:51,8.25,1.25,9.5
2018,13-Dec,7:22,8:00,12:07,16:14,16:51,8.24,1.25,9.49
2018,14-Dec,7:23,8:00,12:07,16:14,16:52,8.23,1.25,9.48
2018,15-Dec,7:24,8:01,12:08,16:14,16:52,8.22,1.25,9.47
2018,16-Dec,7:24,8:02,12:08,16:14,16:52,8.21,1.25,9.46
2018,17-Dec,7:25,8:03,12:09,16:15,16:52,8.2,1.25,9.45
2018,18-Dec,7:26,8:03,12:09,16:15,16:53,8.19,1.25,9.45
2018,19-Dec,7:26,8:04,12:10,16:15,16:53,8.19,1.25,9.45
2018,20-Dec,7:27,8:05,12:10,16:16,16:54,8.19,1.26,9.44
2018,21-Dec,7:27,8:05,12:11,16:16,16:54,8.19,1.26,9.44
2018,22-Dec,7:28,8:06,12:11,16:17,16:55,8.19,1.26,9.44
2018,23-Dec,7:28,8:06,12:12,16:17,16:55,8.19,1.26,9.45
2018,24-Dec,7:29,8:06,12:12,16:18,16:56,8.19,1.25,9.45
2018,25-Dec,7:29,8:07,12:13,16:19,16:56,8.2,1.25,9.45
2018,26-Dec,7:29,8:07,12:13,16:19,16:57,8.21,1.25,9.46
2018,27-Dec,7:30,8:07,12:14,16:20,16:58,8.22,1.25,9.47
2018,28-Dec,7:30,8:07,12:14,16:21,16:59,8.23,1.25,9.48
2018,29-Dec,7:30,8:08,12:15,16:22,16:59,8.24,1.25,9.49
2018,30-Dec,7:30,8:08,12:15,16:23,17:00,8.25,1.25,9.5
2018,31-Dec,7:30,8:08,12:16,16:24,17:01,8.27,1.25,9.51
2017,1-Jan,7:30,8:08,12:16,16:25,17:02,8.29,1.24,9.54
2017,2-Jan,7:30,8:08,12:17,16:26,17:03,8.31,1.24,9.55
2017,3-Jan,7:30,8:07,12:17,16:27,17:04,8.33,1.24,9.57
2017,4-Jan,7:30,8:07,12:18,16:28,17:06,8.35,1.24,9.59
2017,5-Jan,7:30,8:07,12:18,16:30,17:07,8.38,1.23,9.61
2017,6-Jan,7:30,8:07,12:19,16:31,17:08,8.4,1.23,9.63
2017,7-Jan,7:29,8:06,12:19,16:32,17:09,8.43,1.23,9.66
2017,8-Jan,7:29,8:06,12:19,16:33,17:10,8.45,1.23,9.68
2017,9-Jan,7:29,8:05,12:20,16:34,17:11,8.48,1.22,9.71
2017,10-Jan,7:28,8:05,12:20,16:36,17:12,8.51,1.22,9.73
2017,11-Jan,7:28,8:04,12:21,16:37,17:14,8.55,1.22,9.76
2017,12-Jan,7:27,8:04,12:21,16:39,17:15,8.58,1.21,9.79
2017,13-Jan,7:27,8:03,12:21,16:40,17:16,8.61,1.21,9.82
2017,14-Jan,7:26,8:03,12:22,16:41,17:18,8.65,1.21,9.85
2017,15-Jan,7:26,8:02,12:22,16:43,17:19,8.68,1.2,9.89
2017,16-Jan,7:25,8:01,12:22,16:44,17:20,8.72,1.2,9.92
2017,17-Jan,7:24,8:00,12:23,16:46,17:22,8.76,1.2,9.95
2017,18-Jan,7:24,7:59,12:23,16:47,17:23,8.8,1.19,9.99
2017,19-Jan,7:23,7:58,12:23,16:49,17:24,8.84,1.19,10.03
2017,20-Jan,7:22,7:57,12:24,16:50,17:26,8.88,1.18,10.06
2017,21-Jan,7:21,7:56,12:24,16:52,17:27,8.92,1.18,10.1
2017,22-Jan,7:20,7:55,12:24,16:53,17:29,8.97,1.18,10.14
2017,23-Jan,7:19,7:54,12:24,16:55,17:30,9.01,1.17,10.18
2017,24-Jan,7:18,7:53,12:25,16:57,17:32,9.06,1.17,10.22
2017,25-Jan,7:17,7:52,12:25,16:58,17:33,9.1,1.17,10.27
2017,26-Jan,7:16,7:51,12:25,17:00,17:35,9.15,1.16,10.31
2017,27-Jan,7:15,7:50,12:25,17:01,17:36,9.2,1.16,10.35
2017,28-Jan,7:14,7:48,12:26,17:03,17:38,9.24,1.15,10.4
2017,29-Jan,7:13,7:47,12:26,17:05,17:39,9.29,1.15,10.44
2017,30-Jan,7:11,7:46,12:26,17:06,17:41,9.34,1.15,10.49
2017,31-Jan,7:10,7:44,12:26,17:08,17:42,9.39,1.14,10.54
2017,1-Feb,7:09,7:43,12:26,17:10,17:44,9.44,1.14,10.58
2017,2-Feb,7:08,7:42,12:26,17:11,17:45,9.5,1.13,10.63
2017,3-Feb,7:06,7:40,12:26,17:13,17:47,9.55,1.13,10.68
2017,4-Feb,7:05,7:39,12:26,17:15,17:49,9.6,1.13,10.73
2017,5-Feb,7:03,7:37,12:26,17:16,17:50,9.65,1.12,10.78
2017,6-Feb,7:02,7:36,12:27,17:18,17:52,9.71,1.12,10.83
2017,7-Feb,7:01,7:34,12:27,17:20,17:53,9.76,1.12,10.88
2017,8-Feb,6:59,7:32,12:27,17:22,17:55,9.82,1.11,10.93
2017,9-Feb,6:58,7:31,12:27,17:23,17:57,9.87,1.11,10.98
2017,10-Feb,6:56,7:29,12:27,17:25,17:58,9.93,1.11,11.04
2017,11-Feb,6:54,7:27,12:27,17:27,18:00,9.98,1.1,11.09
2017,12-Feb,6:53,7:26,12:27,17:28,18:01,10.04,1.1,11.14
2017,13-Feb,6:51,7:24,12:27,17:30,18:03,10.1,1.1,11.2
2017,14-Feb,6:49,7:22,12:27,17:32,18:04,10.15,1.1,11.25
2017,15-Feb,6:48,7:21,12:27,17:33,18:06,10.21,1.09,11.3
2017,16-Feb,6:46,7:19,12:26,17:35,18:08,10.27,1.09,11.36
2017,17-Feb,6:44,7:17,12:26,17:37,18:09,10.33,1.09,11.41
2017,18-Feb,6:43,7:15,12:26,17:38,18:11,10.39,1.08,11.47
2017,19-Feb,6:41,7:13,12:26,17:40,18:12,10.44,1.08,11.53
2017,20-Feb,6:39,7:11,12:26,17:42,18:14,10.5,1.08,11.58
2017,21-Feb,6:37,7:10,12:26,17:43,18:16,10.56,1.08,11.64
2017,22-Feb,6:35,7:08,12:26,17:45,18:17,10.62,1.08,11.7
2017,23-Feb,6:34,7:06,12:26,17:47,18:19,10.68,1.07,11.75
2017,24-Feb,6:32,7:04,12:26,17:48,18:20,10.74,1.07,11.81
2017,25-Feb,6:30,7:02,12:25,17:50,18:22,10.8,1.07,11.87
2017,26-Feb,6:28,7:00,12:25,17:51,18:23,10.86,1.07,11.93
2017,27-Feb,6:26,6:58,12:25,17:53,18:25,10.92,1.07,11.99
2017,28-Feb,6:24,6:56,12:25,17:55,18:27,10.98,1.06,12.04
2017,1-Mar,6:22,6:54,12:25,17:56,18:28,11.04,1.06,12.1
2017,2-Mar,6:20,6:52,12:24,17:58,18:30,11.1,1.06,12.16
2017,3-Mar,6:18,6:50,12:24,17:59,18:31,11.16,1.06,12.22
2017,4-Mar,6:16,6:48,12:24,18:01,18:33,11.22,1.06,12.28
2017,5-Mar,6:14,6:46,12:24,18:03,18:34,11.28,1.06,12.34
2017,6-Mar,6:12,6:44,12:24,18:04,18:36,11.34,1.06,12.4
2017,7-Mar,6:10,6:42,12:23,18:06,18:38,11.4,1.06,12.46
2017,8-Mar,6:08,6:40,12:23,18:07,18:39,11.46,1.06,12.52
2017,9-Mar,6:06,6:38,12:23,18:09,18:41,11.52,1.06,12.58
2017,10-Mar,6:04,6:35,12:23,18:11,18:42,11.59,1.06,12.64
2017,11-Mar,6:02,6:33,12:22,18:12,18:44,11.65,1.05,12.7
2017,12-Mar,6:00,6:31,12:22,18:14,18:45,11.71,1.05,12.76
2017,13-Mar,5:58,6:29,12:22,18:15,18:47,11.77,1.05,12.82
2017,14-Mar,5:55,6:27,12:22,18:17,18:49,11.83,1.05,12.88
2017,15-Mar,5:53,6:25,12:21,18:18,18:50,11.89,1.05,12.95
2017,16-Mar,5:51,6:23,12:21,18:20,18:52,11.95,1.06,13.01
2017,17-Mar,5:49,6:21,12:21,18:22,18:53,12.01,1.06,13.07
2017,18-Mar,5:47,6:19,12:20,18:23,18:55,12.07,1.06,13.13
2017,19-Mar,5:45,6:16,12:20,18:25,18:56,12.14,1.06,13.19
2017,20-Mar,5:43,6:14,12:20,18:26,18:58,12.2,1.06,13.25
2017,21-Mar,5:41,6:12,12:19,18:28,19:00,12.26,1.06,13.32
2017,22-Mar,5:38,6:10,12:19,18:29,19:01,12.32,1.06,13.38
2017,23-Mar,5:36,6:08,12:19,18:31,19:03,12.38,1.06,13.44
2017,24-Mar,5:34,6:06,12:19,18:32,19:04,12.44,1.06,13.5
2017,25-Mar,5:32,6:04,12:18,18:34,19:06,12.5,1.06,13.57
2017,26-Mar,5:30,6:02,12:18,18:35,19:07,12.56,1.06,13.63
2017,27-Mar,5:27,5:59,12:18,18:37,19:09,12.62,1.07,13.69
2017,28-Mar,5:25,5:57,12:17,18:38,19:11,12.69,1.07,13.75
2017,29-Mar,5:23,5:55,12:17,18:40,19:12,12.75,1.07,13.82
2017,30-Mar,5:21,5:53,12:17,18:41,19:14,12.81,1.07,13.88
2017,31-Mar,5:19,5:51,12:16,18:43,19:15,12.87,1.07,13.94
2017,1-Apr,5:17,5:49,12:16,18:45,19:17,12.93,1.08,14
2017,2-Apr,5:14,5:47,12:16,18:46,19:18,12.99,1.08,14.07
2017,3-Apr,5:12,5:45,12:16,18:48,19:20,13.05,1.08,14.13
2017,4-Apr,5:10,5:43,12:15,18:49,19:22,13.11,1.08,14.19
2017,5-Apr,5:08,5:40,12:15,18:51,19:23,13.17,1.09,14.26
2017,6-Apr,5:06,5:38,12:15,18:52,19:25,13.23,1.09,14.32
2017,7-Apr,5:04,5:36,12:14,18:54,19:26,13.29,1.09,14.38
2017,8-Apr,5:01,5:34,12:14,18:55,19:28,13.35,1.1,14.44
2017,9-Apr,4:59,5:32,12:14,18:57,19:30,13.41,1.1,14.51
2017,10-Apr,4:57,5:30,12:14,18:58,19:31,13.47,1.1,14.57
2017,11-Apr,4:55,5:28,12:13,19:00,19:33,13.53,1.11,14.63
2017,12-Apr,4:53,5:26,12:13,19:01,19:35,13.59,1.11,14.7
2017,13-Apr,4:51,5:24,12:13,19:03,19:36,13.65,1.11,14.76
2017,14-Apr,4:49,5:22,12:13,19:04,19:38,13.7,1.12,14.82
2017,15-Apr,4:46,5:20,12:12,19:06,19:39,13.76,1.12,14.88
2017,16-Apr,4:44,5:18,12:12,19:07,19:41,13.82,1.12,14.95
2017,17-Apr,4:42,5:16,12:12,19:09,19:43,13.88,1.13,15.01
2017,18-Apr,4:40,5:14,12:12,19:10,19:44,13.94,1.13,15.07
2017,19-Apr,4:38,5:12,12:12,19:12,19:46,13.99,1.14,15.13
2017,20-Apr,4:36,5:10,12:11,19:13,19:48,14.05,1.14,15.19
2017,21-Apr,4:34,5:08,12:11,19:15,19:49,14.11,1.15,15.26
2017,22-Apr,4:32,5:06,12:11,19:16,19:51,14.17,1.15,15.32
2017,23-Apr,4:30,5:05,12:11,19:18,19:53,14.22,1.16,15.38
2017,24-Apr,4:28,5:03,12:11,19:19,19:54,14.28,1.16,15.44
2017,25-Apr,4:26,5:01,12:10,19:21,19:56,14.33,1.17,15.5
2017,26-Apr,4:24,4:59,12:10,19:22,19:58,14.39,1.17,15.56
2017,27-Apr,4:22,4:57,12:10,19:24,19:59,14.44,1.18,15.62
2017,28-Apr,4:20,4:55,12:10,19:25,20:01,14.5,1.18,15.68
2017,29-Apr,4:18,4:54,12:10,19:27,20:03,14.55,1.19,15.74
2017,30-Apr,4:16,4:52,12:10,19:28,20:04,14.61,1.19,15.8
2017,1-May,4:14,4:50,12:10,19:30,20:06,14.66,1.2,15.86
2017,2-May,4:12,4:49,12:09,19:31,20:08,14.71,1.21,15.92
2017,3-May,4:11,4:47,12:09,19:33,20:09,14.77,1.21,15.98
2017,4-May,4:09,4:45,12:09,19:34,20:11,14.82,1.22,16.04
2017,5-May,4:07,4:44,12:09,19:36,20:13,14.87,1.22,16.09
2017,6-May,4:05,4:42,12:09,19:37,20:14,14.92,1.23,16.15
2017,7-May,4:03,4:40,12:09,19:39,20:16,14.97,1.24,16.21
2017,8-May,4:02,4:39,12:09,19:40,20:17,15.02,1.24,16.26
2017,9-May,4:00,4:37,12:09,19:41,20:19,15.07,1.25,16.32
2017,10-May,3:58,4:36,12:09,19:43,20:21,15.12,1.25,16.37
2017,11-May,3:57,4:34,12:09,19:44,20:22,15.17,1.26,16.43
2017,12-May,3:55,4:33,12:09,19:46,20:24,15.21,1.27,16.48
2017,13-May,3:53,4:32,12:09,19:47,20:25,15.26,1.27,16.53
2017,14-May,3:52,4:30,12:09,19:48,20:27,15.31,1.28,16.59
2017,15-May,3:50,4:29,12:09,19:50,20:29,15.35,1.29,16.64
2017,16-May,3:49,4:27,12:09,19:51,20:30,15.39,1.29,16.69
2017,17-May,3:47,4:26,12:09,19:52,20:32,15.44,1.3,16.74
2017,18-May,3:46,4:25,12:09,19:54,20:33,15.48,1.31,16.79
2017,19-May,3:45,4:24,12:09,19:55,20:35,15.52,1.31,16.83
2017,20-May,3:43,4:23,12:09,19:56,20:36,15.56,1.32,16.88
2017,21-May,3:42,4:21,12:09,19:58,20:37,15.6,1.32,16.93
2017,22-May,3:41,4:20,12:09,19:59,20:39,15.64,1.33,16.97
2017,23-May,3:39,4:19,12:09,20:00,20:40,15.68,1.34,17.02
2017,24-May,3:38,4:18,12:09,20:01,20:42,15.72,1.34,17.06
2017,25-May,3:37,4:17,12:10,20:02,20:43,15.75,1.35,17.1
2017,26-May,3:36,4:16,12:10,20:04,20:44,15.79,1.36,17.14
2017,27-May,3:35,4:15,12:10,20:05,20:46,15.82,1.36,17.18
2017,28-May,3:34,4:15,12:10,20:06,20:47,15.85,1.37,17.22
2017,29-May,3:33,4:14,12:10,20:07,20:48,15.89,1.37,17.26
2017,30-May,3:32,4:13,12:10,20:08,20:49,15.92,1.38,17.29
2017,31-May,3:31,4:12,12:10,20:09,20:51,15.95,1.38,17.33
2017,1-Jun,3:30,4:12,12:10,20:10,20:52,15.97,1.39,17.36
2017,2-Jun,3:29,4:11,12:11,20:11,20:53,16,1.39,17.39
2017,3-Jun,3:28,4:10,12:11,20:12,20:54,16.03,1.4,17.42
2017,4-Jun,3:28,4:10,12:11,20:13,20:55,16.05,1.4,17.45
2017,5-Jun,3:27,4:09,12:11,20:14,20:56,16.07,1.41,17.48
2017,6-Jun,3:26,4:09,12:11,20:14,20:57,16.09,1.41,17.51
2017,7-Jun,3:26,4:08,12:11,20:15,20:58,16.11,1.42,17.53
2017,8-Jun,3:25,4:08,12:12,20:16,20:58,16.13,1.42,17.55
2017,9-Jun,3:25,4:08,12:12,20:17,20:59,16.15,1.42,17.57
2017,10-Jun,3:25,4:07,12:12,20:17,21:00,16.17,1.43,17.59
2017,11-Jun,3:24,4:07,12:12,20:18,21:01,16.18,1.43,17.61
2017,12-Jun,3:24,4:07,12:12,20:18,21:01,16.19,1.43,17.63
2017,13-Jun,3:24,4:07,12:13,20:19,21:02,16.21,1.43,17.64
2017,14-Jun,3:23,4:07,12:13,20:19,21:03,16.22,1.44,17.65
2017,15-Jun,3:23,4:06,12:13,20:20,21:03,16.22,1.44,17.66
2017,16-Jun,3:23,4:06,12:13,20:20,21:04,16.23,1.44,17.67
2017,17-Jun,3:23,4:06,12:14,20:21,21:04,16.24,1.44,17.68
2017,18-Jun,3:23,4:07,12:14,20:21,21:04,16.24,1.44,17.68
2017,19-Jun,3:23,4:07,12:14,20:21,21:05,16.24,1.44,17.69
2017,20-Jun,3:24,4:07,12:14,20:22,21:05,16.25,1.44,17.69
2017,21-Jun,3:24,4:07,12:14,20:22,21:05,16.25,1.44,17.69
2017,22-Jun,3:24,4:07,12:15,20:22,21:05,16.24,1.44,17.69
2017,23-Jun,3:24,4:08,12:15,20:22,21:05,16.24,1.44,17.68
2017,24-Jun,3:25,4:08,12:15,20:22,21:05,16.24,1.44,17.68
2017,25-Jun,3:25,4:08,12:15,20:22,21:05,16.23,1.44,17.67
2017,26-Jun,3:26,4:09,12:15,20:22,21:05,16.22,1.44,17.66
2017,27-Jun,3:26,4:09,12:16,20:22,21:05,16.21,1.44,17.65
2017,28-Jun,3:27,4:10,12:16,20:22,21:05,16.2,1.43,17.63
2017,29-Jun,3:27,4:10,12:16,20:22,21:05,16.19,1.43,17.62
2017,30-Jun,3:28,4:11,12:16,20:21,21:04,16.18,1.43,17.6
2017,1-Jul,3:29,4:12,12:16,20:21,21:04,16.16,1.43,17.59
2017,2-Jul,3:29,4:12,12:17,20:21,21:03,16.14,1.42,17.57
2017,3-Jul,3:30,4:13,12:17,20:20,21:03,16.13,1.42,17.54
2017,4-Jul,3:31,4:14,12:17,20:20,21:02,16.11,1.41,17.52
2017,5-Jul,3:32,4:14,12:17,20:20,21:02,16.09,1.41,17.5
2017,6-Jul,3:33,4:15,12:17,20:19,21:01,16.07,1.41,17.47
2017,7-Jul,3:34,4:16,12:18,20:19,21:01,16.04,1.4,17.44
2017,8-Jul,3:35,4:17,12:18,20:18,21:00,16.02,1.4,17.41
2017,9-Jul,3:36,4:18,12:18,20:17,20:59,15.99,1.39,17.38
2017,10-Jul,3:37,4:19,12:18,20:17,20:58,15.96,1.39,17.35
2017,11-Jul,3:38,4:20,12:18,20:16,20:57,15.94,1.38,17.32
2017,12-Jul,3:39,4:21,12:18,20:15,20:56,15.91,1.38,17.28
2017,13-Jul,3:41,4:22,12:18,20:14,20:55,15.88,1.37,17.25
2017,14-Jul,3:42,4:23,12:18,20:13,20:54,15.85,1.37,17.21
2017,15-Jul,3:43,4:24,12:19,20:13,20:53,15.81,1.36,17.17
2017,16-Jul,3:44,4:25,12:19,20:12,20:52,15.78,1.35,17.13
2017,17-Jul,3:46,4:26,12:19,20:11,20:51,15.74,1.35,17.09
2017,18-Jul,3:47,4:27,12:19,20:10,20:50,15.71,1.34,17.05
2017,19-Jul,3:48,4:28,12:19,20:09,20:49,15.67,1.34,17.01
2017,20-Jul,3:50,4:30,12:19,20:08,20:47,15.63,1.33,16.96
2017,21-Jul,3:51,4:31,12:19,20:06,20:46,15.59,1.32,16.92
2017,22-Jul,3:52,4:32,12:19,20:05,20:45,15.55,1.32,16.87
2017,23-Jul,3:54,4:33,12:19,20:04,20:43,15.51,1.31,16.82
2017,24-Jul,3:55,4:34,12:19,20:03,20:42,15.47,1.3,16.78
2017,25-Jul,3:57,4:36,12:19,20:02,20:40,15.43,1.3,16.73
2017,26-Jul,3:58,4:37,12:19,20:00,20:39,15.39,1.29,16.68
2017,27-Jul,4:00,4:38,12:19,19:59,20:37,15.34,1.28,16.63
2017,28-Jul,4:01,4:40,12:19,19:58,20:36,15.3,1.28,16.58
2017,29-Jul,4:03,4:41,12:19,19:56,20:34,15.25,1.27,16.52
2017,30-Jul,4:04,4:42,12:19,19:55,20:33,15.21,1.27,16.47
2017,31-Jul,4:06,4:44,12:19,19:53,20:31,15.16,1.26,16.42
2017,1-Aug,4:07,4:45,12:19,19:52,20:29,15.11,1.25,16.37
2017,2-Aug,4:09,4:46,12:19,19:50,20:27,15.06,1.25,16.31
2017,3-Aug,4:10,4:48,12:19,19:49,20:26,15.02,1.24,16.26
2017,4-Aug,4:12,4:49,12:19,19:47,20:24,14.97,1.23,16.2
2017,5-Aug,4:14,4:51,12:18,19:45,20:22,14.92,1.23,16.14
2017,6-Aug,4:15,4:52,12:18,19:44,20:20,14.87,1.22,16.09
2017,7-Aug,4:17,4:53,12:18,19:42,20:19,14.81,1.22,16.03
2017,8-Aug,4:18,4:55,12:18,19:40,20:17,14.76,1.21,15.97
2017,9-Aug,4:20,4:56,12:18,19:39,20:15,14.71,1.2,15.92
2017,10-Aug,4:21,4:58,12:18,19:37,20:13,14.66,1.2,15.86
2017,11-Aug,4:23,4:59,12:18,19:35,20:11,14.61,1.19,15.8
2017,12-Aug,4:25,5:00,12:17,19:34,20:09,14.55,1.19,15.74
2017,13-Aug,4:26,5:02,12:17,19:32,20:07,14.5,1.18,15.68
2017,14-Aug,4:28,5:03,12:17,19:30,20:05,14.45,1.18,15.62
2017,15-Aug,4:29,5:05,12:17,19:28,20:03,14.39,1.17,15.56
2017,16-Aug,4:31,5:06,12:17,19:26,20:01,14.34,1.17,15.5
2017,17-Aug,4:33,5:08,12:16,19:24,19:59,14.28,1.16,15.44
2017,18-Aug,4:34,5:09,12:16,19:23,19:57,14.23,1.16,15.38
2017,19-Aug,4:36,5:10,12:16,19:21,19:55,14.17,1.15,15.32
2017,20-Aug,4:37,5:12,12:16,19:19,19:53,14.11,1.15,15.26
2017,21-Aug,4:39,5:13,12:16,19:17,19:51,14.06,1.14,15.2
2017,22-Aug,4:40,5:15,12:15,19:15,19:49,14,1.14,15.14
2017,23-Aug,4:42,5:16,12:15,19:13,19:47,13.94,1.13,15.08
2017,24-Aug,4:44,5:18,12:15,19:11,19:45,13.89,1.13,15.02
2017,25-Aug,4:45,5:19,12:14,19:09,19:43,13.83,1.13,14.96
2017,26-Aug,4:47,5:20,12:14,19:07,19:40,13.77,1.12,14.89
2017,27-Aug,4:48,5:22,12:14,19:05,19:38,13.71,1.12,14.83
2017,28-Aug,4:50,5:23,12:14,19:03,19:36,13.66,1.11,14.77
2017,29-Aug,4:51,5:25,12:13,19:01,19:34,13.6,1.11,14.71
2017,30-Aug,4:53,5:26,12:13,18:59,19:32,13.54,1.11,14.65
2017,31-Aug,4:55,5:28,12:13,18:57,19:30,13.48,1.1,14.59
2017,1-Sep,4:56,5:29,12:12,18:55,19:27,13.42,1.1,14.52
2017,2-Sep,4:58,5:31,12:12,18:52,19:25,13.36,1.1,14.46
2017,3-Sep,4:59,5:32,12:12,18:50,19:23,13.31,1.09,14.4
2017,4-Sep,5:01,5:33,12:11,18:48,19:21,13.25,1.09,14.34
2017,5-Sep,5:02,5:35,12:11,18:46,19:19,13.19,1.09,14.28
2017,6-Sep,5:04,5:36,12:11,18:44,19:17,13.13,1.08,14.21
2017,7-Sep,5:05,5:38,12:10,18:42,19:14,13.07,1.08,14.15
2017,8-Sep,5:07,5:39,12:10,18:40,19:12,13.01,1.08,14.09
2017,9-Sep,5:08,5:41,12:10,18:38,19:10,12.95,1.08,14.03
2017,10-Sep,5:10,5:42,12:09,18:36,19:08,12.89,1.08,13.97
2017,11-Sep,5:11,5:44,12:09,18:33,19:06,12.83,1.07,13.9
2017,12-Sep,5:13,5:45,12:09,18:31,19:03,12.77,1.07,13.84
2017,13-Sep,5:14,5:46,12:08,18:29,19:01,12.71,1.07,13.78
2017,14-Sep,5:16,5:48,12:08,18:27,18:59,12.65,1.07,13.72
2017,15-Sep,5:17,5:49,12:08,18:25,18:57,12.59,1.07,13.66
2017,16-Sep,5:19,5:51,12:07,18:23,18:55,12.53,1.06,13.6
2017,17-Sep,5:20,5:52,12:07,18:20,18:52,12.47,1.06,13.53
2017,18-Sep,5:22,5:54,12:06,18:18,18:50,12.41,1.06,13.47
2017,19-Sep,5:23,5:55,12:06,18:16,18:48,12.35,1.06,13.41
2017,20-Sep,5:25,5:57,12:06,18:14,18:46,12.29,1.06,13.35
2017,21-Sep,5:26,5:58,12:05,18:12,18:44,12.23,1.06,13.29
2017,22-Sep,5:28,5:59,12:05,18:10,18:41,12.17,1.06,13.23
2017,23-Sep,5:29,6:01,12:05,18:08,18:39,12.11,1.06,13.17
2017,24-Sep,5:31,6:02,12:04,18:05,18:37,12.05,1.06,13.11
2017,25-Sep,5:32,6:04,12:04,18:03,18:35,11.99,1.06,13.05
2017,26-Sep,5:34,6:05,12:04,18:01,18:33,11.93,1.06,12.98
2017,27-Sep,5:35,6:07,12:03,17:59,18:31,11.87,1.05,12.92
2017,28-Sep,5:37,6:08,12:03,17:57,18:28,11.81,1.05,12.86
2017,29-Sep,5:38,6:10,12:03,17:55,18:26,11.75,1.05,12.8
2017,30-Sep,5:40,6:11,12:02,17:53,18:24,11.69,1.05,12.74
2017,1-Oct,5:41,6:13,12:02,17:50,18:22,11.63,1.05,12.68
2017,2-Oct,5:43,6:14,12:02,17:48,18:20,11.57,1.06,12.62
2017,3-Oct,5:44,6:16,12:01,17:46,18:18,11.51,1.06,12.56
2017,4-Oct,5:45,6:17,12:01,17:44,18:16,11.45,1.06,12.5
2017,5-Oct,5:47,6:19,12:01,17:42,18:14,11.39,1.06,12.45
2017,6-Oct,5:48,6:20,12:00,17:40,18:12,11.33,1.06,12.39
2017,7-Oct,5:50,6:22,12:00,17:38,18:10,11.27,1.06,12.33
2017,8-Oct,5:51,6:23,12:00,17:36,18:08,11.21,1.06,12.27
2017,9-Oct,5:53,6:25,12:00,17:34,18:06,11.15,1.06,12.21
2017,10-Oct,5:54,6:26,11:59,17:32,18:04,11.09,1.06,12.15
2017,11-Oct,5:56,6:28,11:59,17:30,18:02,11.03,1.06,12.09
2017,12-Oct,5:57,6:29,11:59,17:28,18:00,10.97,1.06,12.04
2017,13-Oct,5:59,6:31,11:59,17:26,17:58,10.91,1.07,11.98
2017,14-Oct,6:00,6:32,11:58,17:24,17:56,10.85,1.07,11.92
2017,15-Oct,6:02,6:34,11:58,17:22,17:54,10.79,1.07,11.86
2017,16-Oct,6:03,6:36,11:58,17:20,17:52,10.73,1.07,11.81
2017,17-Oct,6:05,6:37,11:58,17:18,17:50,10.68,1.07,11.75
2017,18-Oct,6:06,6:39,11:58,17:16,17:48,10.62,1.08,11.69
2017,19-Oct,6:08,6:40,11:57,17:14,17:46,10.56,1.08,11.64
2017,20-Oct,6:09,6:42,11:57,17:12,17:44,10.5,1.08,11.58
