USE;HBLOCK;X_Midpoint;Y_Midpoint;Lat;Long;geopoint
Residential;3600 FELLOWES ST;498150.21875;5459858.0;49.2914677616;-123.025438862;49.2914677616,-123.025438862
Residential;7000-7200 HEATHER ST;490988.3125;5452059.0;49.2212505868;-123.123756329;49.2212505868,-123.123756329
Residential;6300 MAPLE ST;488912.9375;5452844.5;49.2282822916;-123.152278799;49.2282822916,-123.152278799
Residential;2000 STAINSBURY AV;495293.03125;5455394.0;49.2512979219;-123.064679405;49.2512979219,-123.064679405
Residential;700 GLEN DRIVE;494082.4375;5458315.5;49.2775668688;-123.081357595;49.2775668688,-123.081357595
Residential;2000 WALL ST;495498.75;5459268.0;49.2861468376;-123.061896162;49.2861468376,-123.061896162
Residential;2100 E 19TH AV;495532.03125;5455564.5;49.2528333982;-123.061397162;49.2528333982,-123.061397162
Residential;7400 LAUREL ST;490815.4375;5451609.5;49.2172046534;-123.126120104;49.2172046534,-123.126120104
Residential;3100 CROWN ST;485878.34375;5456217.5;49.258560584;-123.19407704;49.258560584,-123.19407704
Residential;3400 DUMFRIES ST;494693.75;5455709.5;49.2541310081;-123.072918422;49.2541310081,-123.072918422
Residential;700 W 13TH AV;491196.78125;5456316.5;49.2595507674;-123.120986979;49.2595507674,-123.120986979
Residential;3100-3300 E 58TH AV;497169.90625;5451601.0;49.2171905076;-123.038862121;49.2171905076,-123.038862121
Residential;3900 W 14TH AV;485992.875;5456370.5;49.2599394768;-123.192508374;49.2599394768,-123.192508374
Residential;3000 ADANAC ST;497080.40625;5458300.0;49.2774491132;-123.040139931;49.2774491132,-123.040139931
Residential;1500 E 15TH AV;494792.84375;5455965.0;49.2564301356;-123.071560001;49.2564301356,-123.071560001
Residential;3000 NEW BRIGHTON ROAD;497016.21875;5459722.0;49.2902399346;-123.041033023;49.2902399346,-123.041033023
Residential;3500 MATHESON CRESCENT;498105.21875;5451768.5;49.218700823;-123.026019442;49.218700823,-123.026019442
Residential;800-900 W 37TH AV;490712.0625;5453882.0;49.2376447732;-123.127592247;49.2376447732,-123.127592247
Residential;800-900 W 37TH AV;490839.46875;5453875.0;49.2375837265;-123.125841859;49.2375837265,-123.125841859
Residential;3700 SOPHIA ST;492822.96875;5455404.0;49.2513638865;-123.098621166;49.2513638865,-123.098621166
Residential;1800 E 22ND AV;495154.53125;5455283.5;49.2503028692;-123.066581223;49.2503028692,-123.066581223
Residential;2000 E 13TH AV;495411.40625;5456206.5;49.2586074306;-123.063062101;49.2586074306,-123.063062101
Residential;4500 CARNARVON ST;487411.03125;5454752.0;49.2454116096;-123.172967022;49.2454116096,-123.172967022
Residential;1500 W 64TH AV;489638.53125;5451163.5;49.2131739954;-123.142269521;49.2131739954,-123.142269521
Residential;4200 MANITOBA ST;492175.40625;5454967.5;49.2474295389;-123.107510923;49.2474295389,-123.107510923
Residential;2100 WOODLAND DRIVE;494647.25;5456955.0;49.2653341275;-123.073574077;49.2653341275,-123.073574077
Residential;1000 E 61ST AV;493783.6875;5451329.5;49.2147232897;-123.085356563;49.2147232897,-123.085356563
Residential;3500 MATHESON CRESCENT;497957.03125;5451783.0;49.2188307781;-123.028054451;49.2188307781,-123.028054451
Residential;2000 WOODLAND DRIVE;494648.625;5457055.5;49.2662381565;-123.073556521;49.2662381565,-123.073556521
Residential;2200 GLEN DRIVE;494083.6875;5456890.5;49.2647487454;-123.081319337;49.2647487454,-123.081319337
Residential;1000 E 45TH AV;493826.375;5452926.5;49.2290891501;-123.084794994;49.2290891501,-123.084794994
Residential;900 MCLEAN DRIVE;494586.40625;5458144.0;49.276028867;-123.074426467;49.276028867,-123.074426467
Residential;2300 WALL ST;495784.5625;5459703.5;49.2900662685;-123.057970582;49.2900662685,-123.057970582
Residential;6900 COMMERCIAL ST;494964.71875;5452036.0;49.221089292;-123.06914863;49.221089292,-123.06914863
Residential;200 W 37TH AV;491927.28125;5453824.0;49.2371402817;-123.11089715;49.2371402817,-123.11089715
Residential;6100 RALEIGH ST;496533.125;5452774.5;49.2277431783;-123.047616376;49.2277431783,-123.047616376
Arterial;3200 E KENT AV NORTH;497267.375;5450387.5;49.2062751742;-123.037515445;49.2062751742,-123.037515445
Residential;2500 WAVERLEY AV;495969.25;5452672.0;49.2268177126;-123.055359978;49.2268177126,-123.055359978
Residential;5200-5300 MCKINNON ST;497260.90625;5453607.0;49.2352354134;-123.037626232;49.2352354134,-123.037626232
Residential;900 PARK DRIVE;490554.40625;5451293.5;49.2143581835;-123.129697073;49.2143581835,-123.129697073
Residential;7800-7900 HUDSON ST;490228.34375;5451277.5;49.2142091456;-123.134173822;49.2142091456,-123.134173822
Residential;4800 DUCHESS ST;496327.0625;5454249.0;49.2410054672;-123.050460083;49.2410054672,-123.050460083
Residential;2700 PENTICTON ST;496143.4375;5456449.5;49.2607983188;-123.053003973;49.2607983188,-123.053003973
Residential;3200 PENTICTON ST;496144.5;5455823.0;49.2551628273;-123.052983337;49.2551628273,-123.052983337
Residential;2900 ROSEMONT DRIVE;496645.15625;5451573.5;49.2169404886;-123.046067621;49.2169404886,-123.046067621
Residential;2600 TRAFALGAR ST;488015.9375;5456691.0;49.2628654105;-123.16471393;49.2628654105,-123.16471393
Residential;6700 COMMERCIAL ST;494969.75;5452233.0;49.2228614001;-123.069082007;49.2228614001,-123.069082007
Residential;7300 LAUREL ST;490818.90625;5451799.5;49.2189138035;-123.12607682;49.2189138035,-123.12607682
Residential;1100-1200 E 14TH AV;494213.4375;5456121.0;49.2578281814;-123.079524811;49.2578281814,-123.079524811
Residential;300 SKEENA ST;497940.1875;5458734.5;49.2813610197;-123.028321499;49.2813610197,-123.028321499
Residential;7600 ROSS ST;493944.03125;5451348.0;49.2148913081;-123.083155155;49.2148913081,-123.083155155
Residential;3400 E 45TH AV;497717.84375;5452942.0;49.229255445;-123.031345614;49.229255445,-123.031345614
Residential;800 W 22ND AV;491043.125;5455437.5;49.2516417599;-123.123079086;49.2516417599,-123.123079086
Residential;3400 HEATHER ST;491255.09375;5455757.5;49.2545232903;-123.120173355;49.2545232903,-123.120173355
Residential;3000 HEATHER ST;491263.71875;5456135.5;49.2579235974;-123.120063076;49.2579235974,-123.120063076
Residential;4000 COLLINGWOOD ST;486763.375;5455299.0;49.2503183093;-123.181883568;49.2503183093,-123.181883568
Residential;0 E 30TH AV;492363.84375;5454513.0;49.2433435931;-123.10491311;49.2433435931,-123.10491311
Residential;5700-5800 LARCH ST;488151.625;5453531.5;49.234447749;-123.162755545;49.234447749,-123.162755545
Residential;3900 VALLEY DRIVE;488331.21875;5455398.0;49.2512407409;-123.160342911;49.2512407409,-123.160342911
Residential;4500 CARNARVON ST;487411.5;5454804.5;49.2458838668;-123.172962231;49.2458838668,-123.172962231
Residential;4300 MAPLE CRESCENT;489125.90625;5454919.5;49.246951179;-123.149410013;49.246951179,-123.149410013
Residential;3800 CAROLINA ST;493301.3125;5455342.0;49.2508116073;-123.092047111;49.2508116073,-123.092047111
Residential;600 VERNON DRIVE;494236.28125;5458407.5;49.2783958945;-123.079243802;49.2783958945,-123.079243802
Residential;0 W 27TH AV;492270.71875;5454905.5;49.2468730469;-123.106200123;49.2468730469,-123.106200123
Residential;700 KEEFER ST;493568.4375;5458505.0;49.2792662617;-123.088427362;49.2792662617,-123.088427362
Residential;3000 ALDER ST;490428.71875;5456208.5;49.2585677513;-123.131540231;49.2585677513,-123.131540231
Residential;3300 NOOTKA ST;496973.28125;5455714.5;49.2541915081;-123.041593182;49.2541915081,-123.041593182
Residential;3200 DIEPPE DRIVE;498148.46875;5455874.5;49.2556354279;-123.025444492;49.2556354279,-123.025444492
Residential;3200 DIEPPE DRIVE;498127.96875;5455895.0;49.2558197674;-123.025726307;49.2558197674,-123.025726307
Residential;0 E 29TH AV;492368.21875;5454645.5;49.2445355143;-123.104855525;49.2445355143,-123.104855525
Residential;7300 ONTARIO ST;492265.53125;5451709.5;49.2181242042;-123.106209748;49.2181242042,-123.106209748
Residential;4500-4600 HENRY ST;494351.96875;5454533.0;49.2435450737;-123.077598584;49.2435450737,-123.077598584
Collector;5400 CAMOSUN ST;485667.78125;5453795.0;49.2367648742;-123.196884164;49.2367648742,-123.196884164
Residential;6100-6200 CYPRESS ST;489122.78125;5453016.5;49.229833234;-123.149401308;49.229833234,-123.149401308
Residential;400 E 63RD AV;492963.71875;5451177.5;49.2133471403;-123.096612923;49.2133471403,-123.096612923
Residential;6200 NANAIMO ST;495698.53125;5452730.5;49.2273420934;-123.059078766;49.2273420934,-123.059078766
Residential;3200 PENTICTON ST;496144.65625;5455867.0;49.2555586176;-123.052981613;49.2555586176,-123.052981613
Residential;1400 LILLOOET ST;497168.59375;5457647.5;49.2715801701;-123.03892287;49.2715801701,-123.03892287
Residential;1900 E 19TH AV;495337.96875;5455647.5;49.2535785531;-123.064064861;49.2535785531,-123.064064861
Residential;8800 CARTIER ST;489964.40625;5450298.5;49.2053985176;-123.137773443;49.2053985176,-123.137773443
Residential;3300 INVERNESS ST;494193.0625;5455772.5;49.2546931589;-123.079799771;49.2546931589,-123.079799771
Residential;800-900 E 61ST AV;493735.78125;5451331.5;49.2147407923;-123.086014397;49.2147407923,-123.086014397
Residential;7500-7600 THORNHILL DRIVE;495012.03125;5451470.0;49.2159983576;-123.068491861;49.2159983576,-123.068491861
Residential;3600 TANNER ST;498253.875;5454304.5;49.2415132323;-123.023989114;49.2415132323,-123.023989114
Residential;2000 TRAFALGAR ST;488030.84375;5457272.0;49.2680918925;-123.164526429;49.2680918925,-123.164526429
Residential;400 W 37TH AV;491584.1875;5453833.0;49.2372166181;-123.115610502;49.2372166181,-123.115610502
Arterial;1900 E KENT AV NORTH;495121.03125;5450552.5;49.2077460673;-123.066983986;49.2077460673,-123.066983986
Residential;1000 E 7TH AV;494012.53125;5456837.5;49.2642713076;-123.082296582;49.2642713076,-123.082296582
Residential;500 SLOCAN ST;496412.03125;5458575.5;49.2799237269;-123.049331529;49.2799237269,-123.049331529
Residential;2600 E 2ND AV;496304.84375;5457303.5;49.2684812148;-123.050793516;49.2684812148,-123.050793516
Residential;8100-8200 ASH ST;491240.34375;5450858.0;49.2104509374;-123.120269011;49.2104509374,-123.120269011
Residential;1900 E 13TH AV;495225.40625;5456208.5;49.2586239975;-123.065618364;49.2586239975,-123.065618364
Residential;2200 BAYSWATER ST;487549.71875;5457094.0;49.2664811479;-123.171134341;49.2664811479,-123.171134341
Residential;1900 YORK AV;489158.53125;5457659.5;49.2715985512;-123.149035944;49.2715985512,-123.149035944
Residential;4900-5200 ONTARIO ST;492329.25;5454141.0;49.2399969376;-123.105381272;49.2399969376,-123.105381272
Residential;200 E 32ND AV;492641.46875;5454394.0;49.2422765625;-123.101096643;49.2422765625,-123.101096643
Residential;5800 ONTARIO ST;492305.71875;5453249.0;49.2319728957;-123.105687425;49.2319728957,-123.105687425
Residential;700 VERNON DRIVE;494234.75;5458332.5;49.2777212422;-123.079263774;49.2777212422,-123.079263774
Residential;500 E 22ND AV;493231.59375;5455369.0;49.2510537108;-123.093005576;49.2510537108,-123.093005576
Residential;3800 POINT GREY ROAD;486093.84375;5457620.0;49.2711812212;-123.191164123;49.2711812212,-123.191164123
Residential;200-300 W 42ND AV;491836.71875;5453295.0;49.2323806032;-123.112130458;49.2323806032,-123.112130458
Residential;4100 ST. GEORGE ST;493152.6875;5455016.5;49.24788202;-123.094083811;49.24788202,-123.094083811
Residential;700 WOODLAND DRIVE;494708.625;5458343.0;49.277819977;-123.072748829;49.277819977,-123.072748829
Residential;3800 CLARK DRIVE;494321.0625;5455266.5;49.2501427827;-123.078033603;49.2501427827,-123.078033603
Residential;0 PEVERIL AV;492180.875;5454832.5;49.2462152549;-123.107433147;49.2462152549,-123.107433147
Residential;6700-6800 BALACLAVA ST;487184.84375;5452418.5;49.2244166016;-123.176000134;49.2244166016,-123.176000134
Residential;3000-3100 W 31ST AV;487309.65625;5454620.5;49.2442266482;-123.174355699;49.2442266482,-123.174355699
Residential;1200-1300 BIDWELL ST;489704.71875;5459188.0;49.2853570832;-123.141566963;49.2853570832,-123.141566963
Residential;200 KOOTENAY ST;498131.15625;5458836.5;49.2822791412;-123.025696241;49.2822791412,-123.025696241
Residential;400 E 5TH AV;493168.75;5457050.0;49.2661739426;-123.093897801;49.2661739426,-123.093897801
Residential;7700 NANAIMO ST;495676.125;5451284.5;49.2143347812;-123.059370922;49.2143347812,-123.059370922
Residential;7700 NANAIMO ST;495675.15625;5451222.0;49.2137725696;-123.059383551;49.2137725696,-123.059383551
Residential;300 W 37TH AV;491779.03125;5453810.0;49.2370123755;-123.11293341;49.2370123755,-123.11293341
Residential;2000 WOODLAND DRIVE;494649.28125;5457105.5;49.2666879218;-123.073548169;49.2666879218,-123.073548169
Residential;7500 ROSS ST;493945.8125;5451494.0;49.2162046351;-123.083132899;49.2162046351,-123.083132899
Residential;5200 NANAIMO ST;495721.875;5453821.0;49.2371515749;-123.058769785;49.2371515749,-123.058769785
Residential;2600 TURNER ST;496316.375;5458482.5;49.2790866066;-123.050645865;49.2790866066,-123.050645865
Residential;1500 PENTICTON ST;496212.5625;5457598.0;49.2711297337;-123.052064799;49.2711297337,-123.052064799
Residential;3300 MACKENZIE ST;487623.4375;5456014.5;49.2567723614;-123.170087675;49.2567723614,-123.170087675
Residential;2400 CASSIAR ST;497743.6875;5456613.0;49.2622770313;-123.031011321;49.2622770313,-123.031011321
Residential;3100 DIEPPE DRIVE;498070.96875;5455952.5;49.2563368152;-123.026509904;49.2563368152,-123.026509904
Residential;3100 DIEPPE DRIVE;498050.84375;5455972.5;49.2565166557;-123.026786571;49.2565166557,-123.026786571
Residential;1700 E 43RD AV;494961.65625;5453087.5;49.2305477788;-123.069203895;49.2305477788,-123.069203895
Residential;400 E 62ND AV;493004.53125;5451278.0;49.2142516321;-123.096054292;49.2142516321,-123.096054292
Residential;2200 W 10TH AV;488545.40625;5456697.5;49.2629340245;-123.157436907;49.2629340245,-123.157436907
Residential;3200 SLOCAN ST;496394.25;5455826.5;49.2551958335;-123.049551237;49.2551958335,-123.049551237
Residential;2700 PENTICTON ST;496143.625;5456293.0;49.2593905704;-123.052999888;49.2593905704,-123.052999888
Residential;3300 PENTICTON ST;496144.34375;5455771.5;49.2546995728;-123.052984988;49.2546995728,-123.052984988
Residential;800 W 22ND AV;490956.59375;5455440.0;49.2516629751;-123.124268192;49.2516629751,-123.124268192
Residential;3900 TRAFALGAR ST;487972.125;5455394.0;49.2511978066;-123.165277145;49.2511978066,-123.165277145
Residential;400 E 51ST AV;492991.28125;5452324.0;49.2236605236;-123.096254497;49.2236605236,-123.096254497
Residential;3000 ROSEMONT DRIVE;496818.75;5451454.5;49.2158709769;-123.043682946;49.2158709769,-123.043682946
Residential;2200 BAYSWATER ST;487548.53125;5457047.0;49.2660583512;-123.171149201;49.2660583512,-123.171149201
Residential;200 W 59TH AV;491957.6875;5451570.0;49.2168654013;-123.110434256;49.2168654013,-123.110434256
Residential;600 GLEN DRIVE;494084.71875;5458466.0;49.2789206642;-123.081328457;49.2789206642,-123.081328457
Residential;1900 W 37TH AV;488994.90625;5453950.5;49.2382324834;-123.151183335;49.2382324834,-123.151183335
Residential;4600 MAPLE CRESCENT;489273.65625;5454615.0;49.2442147476;-123.147371784;49.2442147476,-123.147371784
Residential;6400 MAPLE ST;488910.34375;5452741.5;49.2273557361;-123.152311575;49.2273557361,-123.152311575
Residential;4200 WALLACE ST;486109.25;5455079.5;49.2483293681;-123.190864192;49.2483293681,-123.190864192
Residential;3300 CAMOSUN ST;485696.6875;5456075.5;49.2572790507;-123.196568494;49.2572790507,-123.196568494
Residential;3800-3900 W BROADWAY;486168.09375;5456878.5;49.2645130035;-123.190117804;49.2645130035,-123.190117804
Residential;4900-5200 ONTARIO ST;492326.34375;5454049.5;49.239173838;-123.105419446;49.239173838,-123.105419446
Residential;2600-2700 VINE ST;488522.0625;5456572.0;49.2618046928;-123.157754154;49.2618046928,-123.157754154
Residential;3200 W 31ST AV;487022.875;5454623.0;49.2442431225;-123.178295917;49.2442431225,-123.178295917
Residential;0 E 52ND AV;492300.9375;5452246.0;49.2229506049;-123.105733845;49.2229506049,-123.105733845
Residential;2200 PANDORA ST;495726.1875;5458917.5;49.2829956648;-123.05876495;49.2829956648,-123.05876495
Residential;1000 W 7TH AV;490707.6875;5456942.5;49.2651745177;-123.12772335;49.2651745177,-123.12772335
Residential;4200 WINDERMERE ST;497333.75;5454857.5;49.2464842794;-123.036633915;49.2464842794,-123.036633915
Residential;400 LILLOOET ST;497176.0625;5458658.0;49.2806698361;-123.038827333;49.2806698361,-123.038827333
Residential;300 SKEENA ST;497940.21875;5458786.5;49.2818287688;-123.028321337;49.2818287688,-123.028321337
Residential;3200 DIEPPE DRIVE;498091.125;5455932.0;49.2561524765;-123.026232807;49.2561524765,-123.026232807
Residential;1000 E 24TH AV;493966.1875;5455149.5;49.2490869459;-123.082908131;49.2490869459,-123.082908131
Residential;3900 GLEN DRIVE;494037.3125;5455173.0;49.2492990307;-123.081931182;49.2492990307,-123.081931182
Residential;1800 SLOCAN ST;496399.625;5457230.0;49.2678206335;-123.049489995;49.2678206335,-123.049489995
Residential;5800-6100 CROWN ST;485879.6875;5453133.0;49.2308149771;-123.193949874;49.2308149771,-123.193949874
Residential;2300-2400 WAVERLEY AV;495809.3125;5452690.0;49.2269785536;-123.057556812;49.2269785536,-123.057556812
Residential;1700 E 55TH AV;494866.375;5451908.5;49.2199415795;-123.070497535;49.2199415795,-123.070497535
Residential;1800 E 22ND AV;495130.03125;5455284.0;49.2503071723;-123.066917881;49.2503071723,-123.066917881
Residential;6800 ST. GEORGE ST;493143.65625;5452194.0;49.2224928652;-123.09415963;49.2224928652,-123.09415963
Residential;2900-3000 GARDEN DRIVE;495761.375;5456056.0;49.2572561769;-123.058250809;49.2572561769,-123.058250809
Residential;3400-3500 FALAISE AV;497805.21875;5455811.5;49.2550675942;-123.030161227;49.2550675942,-123.030161227
Residential;2600-2700 VINE ST;488521.0625;5456519.5;49.2613324275;-123.157766393;49.2613324275,-123.157766393
Residential;2400 W 10TH AV;488267.65625;5456705.0;49.2629962233;-123.161254628;49.2629962233,-123.161254628
Residential;2400 E 37TH AV;495902.28125;5453847.5;49.237391183;-123.056291767;49.237391183,-123.056291767
Residential;5400 CARTIER ST;490018.15625;5453744.0;49.2363925113;-123.13712126;49.2363925113,-123.13712126
Residential;5300 WILLOW ST;490991.5625;5453816.0;49.2370552653;-123.123751166;49.2370552653,-123.123751166
Residential;1700 E 43RD AV;494890.875;5453088.5;49.2305561876;-123.070176119;49.2305561876,-123.070176119
Residential;5300-5400 BAILLIE ST;491099.21875;5453758.0;49.236535117;-123.12227098;49.236535117,-123.12227098
Residential;5400 WILLOW ST;490989.0625;5453713.0;49.2361287204;-123.123783193;49.2361287204,-123.123783193
Residential;2700 E 38TH AV;496316.1875;5453676.0;49.2358511296;-123.050604221;49.2358511296,-123.050604221
Residential;1000 E 59TH AV;493860.15625;5451521.0;49.2164466548;-123.084309497;49.2164466548,-123.084309497
Residential;7400 ROSS ST;493946.53125;5451542.5;49.2166409127;-123.083123761;49.2166409127,-123.083123761
Residential;7500-7600 THORNHILL DRIVE;495011.09375;5451402.0;49.2153866714;-123.068503889;49.2153866714,-123.068503889
Residential;2100 CHARLES ST;495620.21875;5457803.0;49.2729697907;-123.060209816;49.2729697907,-123.060209816
Residential;1700-1800 E 3RD AV;495190.25;5457224.5;49.2677628436;-123.066113733;49.2677628436,-123.066113733
Residential;2200 E 3RD AV;495706.03125;5457218.0;49.2677082142;-123.059023855;49.2677082142,-123.059023855
Residential;300-400 BEACH CRESCENT;490676.875;5457779.0;49.2726985109;-123.128166358;49.2726985109,-123.128166358
Residential;2600 E 17TH AV;496276.8125;5455747.5;49.2544845082;-123.051164361;49.2544845082,-123.051164361
Collector;5300 CAMOSUN ST;485668.9375;5453919.0;49.2378803051;-123.196872714;49.2378803051,-123.196872714
Residential;1600 W 14TH AV;489640.125;5456255.0;49.25897318;-123.142379218;49.25897318,-123.142379218
Residential;2100 WOODLAND DRIVE;494646.84375;5456924.5;49.2650597706;-123.073579253;49.2650597706,-123.073579253
Residential;3800 W 31ST AV;486206.21875;5454630.5;49.2442927251;-123.189516354;49.2442927251,-123.189516354
Residential;100 W 37TH AV;492072.65625;5453842.0;49.2373040956;-123.108900454;49.2373040956,-123.108900454
Residential;4500 ONTARIO ST;492342.5625;5454580.0;49.243946007;-123.105206773;49.243946007,-123.105206773
Residential;1500 ADANAC ST;494655.28125;5458318.5;49.2775991312;-123.073481901;49.2775991312,-123.073481901
Residential;4800 PRINCE EDWARD ST;492949.25;5454328.5;49.2416909983;-123.096866983;49.2416909983,-123.096866983
Residential;4200 ST. GEORGE ST;493150.6875;5454907.5;49.246901519;-123.094109428;49.246901519,-123.094109428
Residential;0 PEVERIL AV;492254.03125;5454733.5;49.2453256588;-123.106426083;49.2453256588,-123.106426083
Residential;5700-5800 ST. GEORGE ST;493113.71875;5453251.5;49.2320050045;-123.094588925;49.2320050045,-123.094588925
Residential;6100 MAPLE ST;488918.0;5453043.5;49.2300724332;-123.152214766;49.2300724332,-123.152214766
Residential;1700 E 22ND AV;494930.8125;5455288.0;49.2503415352;-123.06965538;49.2503415352,-123.06965538
Residential;2000 WINDERMERE ST;497345.90625;5457020.0;49.2659364814;-123.036481223;49.2659364814,-123.036481223
Residential;2800 E 4TH AV;496752.78125;5457102.0;49.2666712257;-123.044634547;49.2666712257,-123.044634547
Residential;500 KEEFER ST;493269.25;5458514.5;49.2793484946;-123.092541036;49.2793484946,-123.092541036
Residential;2000 ADANAC ST;495438.625;5458308.0;49.2775110288;-123.062711982;49.2775110288,-123.062711982
Residential;2900 KASLO ST;496578.0;5456092.5;49.2575896153;-123.047028367;49.2575896153,-123.047028367
Residential;3700 POINT GREY ROAD;486432.03125;5457741.5;49.2722817291;-123.186519298;49.2722817291,-123.186519298
Residential;500 LILLOOET ST;497175.75;5458511.0;49.2793475438;-123.038830591;49.2793475438,-123.038830591
Residential;2900 ADANAC ST;496819.625;5458300.5;49.2774523097;-123.043725276;49.2774523097,-123.043725276
Residential;3000 ADANAC ST;497174.09375;5458300.0;49.2774495535;-123.038851872;49.2774495535,-123.038851872
Residential;3900 GLEN DRIVE;494038.5625;5455223.0;49.2497488037;-123.081914751;49.2497488037,-123.081914751
Residential;2000 WALL ST;495414.34375;5459174.0;49.2853006647;-123.063055743;49.2853006647,-123.063055743
Residential;7800-7900 HUDSON ST;490226.375;5451172.5;49.2132646122;-123.134198298;49.2132646122,-123.134198298
Residential;2400 E 37TH AV;495942.4375;5453847.5;49.2373914504;-123.055740127;49.2373914504,-123.055740127
Residential;5800 ALBERTA ST;491747.28125;5453224.5;49.2317452401;-123.113357514;49.2317452401,-123.113357514
Residential;3400 EUCLID AV;497688.75;5453658.5;49.2357004333;-123.031749349;49.2357004333,-123.031749349
Residential;2700 E 38TH AV;496261.09375;5453677.0;49.2358597908;-123.051361049;49.2358597908,-123.051361049
Residential;1400 E 15TH AV;494509.75;5455982.5;49.2565850766;-123.075450689;49.2565850766,-123.075450689
Residential;3600 ASH ST;491392.90625;5455602.0;49.2531264911;-123.118276184;49.2531264911,-123.118276184
Residential;2800 W 6TH AV;487650.46875;5457114.0;49.266663094;-123.169750113;49.266663094,-123.169750113
Residential;2600 FRANKLIN ST;496316.8125;5458814.5;49.2820730069;-123.050642907;49.2820730069,-123.050642907
Residential;6500 EAST BOULEVARD;488780.40625;5452645.0;49.2264853297;-123.154093504;49.2264853297,-123.154093504
Residential;1800-1900 W 75TH AV;489038.4375;5450615.5;49.208234153;-123.150494196;49.208234153,-123.150494196
Residential;1100 W 15TH AV;490560.25;5456128.0;49.2578456825;-123.129730675;49.2578456825,-123.129730675
Residential;1000 WOLFE AV;490678.375;5455570.0;49.2528281756;-123.128094296;49.2528281756,-123.128094296
Residential;400 E 11TH AV;493069.25;5456438.0;49.2606677658;-123.095254863;49.2606677658,-123.095254863
Residential;5100-5200 WILLOW ST;490995.28125;5453971.0;49.2384495796;-123.123703562;49.2384495796,-123.123703562
Residential;2600-2700 VINE ST;488523.71875;5456621.5;49.2622499849;-123.15773281;49.2622499849,-123.15773281
Residential;3600 HEATHER ST;491251.1875;5455606.5;49.2531649594;-123.120223736;49.2531649594,-123.120223736
Residential;2700 GUELPH ST;493090.53125;5456387.5;49.2602137492;-123.094961506;49.2602137492,-123.094961506
Residential;5900 ALBERTA ST;491773.5;5453124.5;49.2308460693;-123.112995328;49.2308460693,-123.112995328
Residential;900 W 71ST AV;490534.71875;5450465.5;49.2069098015;-123.129947878;49.2069098015,-123.129947878
Residential;700-800 E 54TH AV;493557.5625;5451984.0;49.2206083544;-123.088472003;49.2206083544,-123.088472003
Residential;7300 ROSS ST;493948.75;5451688.0;49.2179497459;-123.083095488;49.2179497459,-123.083095488
Residential;2100 W 8TH AV;488790.1875;5456900.0;49.2647600819;-123.154078212;49.2647600819,-123.154078212
Residential;3700 W 29TH AV;486358.375;5454840.0;49.2461806267;-123.187432984;49.2461806267,-123.187432984
Residential;3800 W 29TH AV;486208.28125;5454841.5;49.2461907552;-123.18949528;49.2461907552,-123.18949528
Residential;2200 E 2ND AV;495707.5;5457318.5;49.2686122412;-123.059004744;49.2686122412,-123.059004744
Residential;4200 WINDERMERE ST;497333.8125;5454904.5;49.2469070554;-123.036633369;49.2469070554,-123.036633369
Residential;4100 LILLOOET ST;497154.03125;5454944.5;49.2472660548;-123.039103844;49.2472660548,-123.039103844
Residential;4400 YEW ST;488737.875;5454960.0;49.2473084664;-123.154742679;49.2473084664,-123.154742679
Residential;4800 PRINCE EDWARD ST;492946.21875;5454229.0;49.2407959384;-123.096906876;49.2407959384,-123.096906876
Residential;5700 ELM ST;488048.96875;5453533.5;49.2344637441;-123.164165739;49.2344637441,-123.164165739
Residential;2400 W 43RD AV;488172.65625;5453351.0;49.2328245195;-123.162461325;49.2328245195,-123.162461325
Residential;4300 W 8TH AV;485123.4375;5456992.0;49.2655094334;-123.204480599;49.2655094334,-123.204480599
Residential;800 LAGOON DRIVE;489909.96875;5460087.0;49.2934471345;-123.138767343;49.2934471345,-123.138767343
Residential;200 W 44TH AV;491850.84375;5453094.0;49.2305727487;-123.111932353;49.2305727487,-123.111932353
Residential;5900 COLUMBIA ST;491931.0;5453165.0;49.2312124722;-123.110832802;49.2312124722,-123.110832802
Residential;3000 ROSEMONT DRIVE;496952.59375;5451416.0;49.2155253392;-123.041844795;49.2155253392,-123.041844795
Residential;2000 WINDERMERE ST;497346.5;5457073.0;49.2664132294;-123.036473413;49.2664132294,-123.036473413
Residential;2400-2500 E 45TH AV;495966.625;5452957.5;49.2293858406;-123.055398902;49.2293858406,-123.055398902
Residential;3600 TANNER ST;498006.59375;5454410.5;49.242465972;-123.02738691;49.242465972,-123.02738691
Residential;4700 WALLACE ST;486105.125;5454552.0;49.2435843163;-123.190902577;49.2435843163,-123.190902577
Residential;2700 FRANKLIN ST;496507.84375;5458814.0;49.2820696306;-123.048016272;49.2820696306,-123.048016272
Residential;5900 BALACLAVA ST;487199.875;5453326.0;49.2325800747;-123.175822664;49.2325800747,-123.175822664
Residential;1000 WOLFE AV;490610.0625;5455727.0;49.2542393768;-123.129036699;49.2542393768,-123.129036699
Residential;3300 WINDSOR ST;493912.90625;5455829.5;49.2552031624;-123.08365058;49.2552031624,-123.08365058
Residential;5900 EARLES ST;496446.09375;5453034.5;49.2300814456;-123.048814025;49.2300814456,-123.048814025
Residential;3500 W 6TH AV;486706.5625;5457138.0;49.2668591875;-123.182725279;49.2668591875,-123.182725279
Residential;4000 SIDNEY ST;495437.78125;5455107.0;49.2487173902;-123.062687098;49.2487173902,-123.062687098
